semana,fecha_inicio_semana,sku,descripcion,categoria,tiempo_entrega_semanas,costo_unitario_usd,demanda_cliente_final,pedido_retailer_a_distribuidor,pedido_distribuidor_a_fabrica,pedido_fabrica_a_proveedor,inventario_retailer,inventario_distribuidor,inventario_fabrica
25,2025-06-23,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,412,453,135,207,1502,6623,15192
26,2025-06-30,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,451,460,1076,1400,1558,7239,15516
27,2025-07-07,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,450,452,135,183,1587,6922,15564
28,2025-07-14,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,427,467,1067,1651,1608,7522,16148
29,2025-07-21,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,435,456,136,177,1583,7202,16189
30,2025-07-28,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,552,634,1592,2246,1616,8160,16843
31,2025-08-04,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,684,786,1916,2594,1754,9290,17521
32,2025-08-11,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,393,275,623,809,1658,9638,17707
33,2025-08-18,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,369,258,77,101,1512,9457,17731
34,2025-08-25,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,412,384,917,1466,1450,9990,18280
35,2025-09-01,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,360,343,102,150,1420,9749,18328
36,2025-09-08,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,357,358,794,1238,1432,10185,18772
37,2025-09-15,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,338,346,103,146,1460,9942,18815
38,2025-09-22,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,415,442,1107,1388,1438,10607,19096
39,2025-09-29,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,367,395,118,171,1502,10330,19149
40,2025-10-06,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,343,324,777,1029,1517,10783,19401
41,2025-10-13,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,389,373,111,141,1482,10521,19431
42,2025-10-20,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,411,418,923,1330,1501,11026,19838
43,2025-10-27,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,329,312,93,120,1467,10807,19865
44,2025-11-03,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,386,380,946,1340,1503,11373,20259
45,2025-11-10,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,364,392,117,182,1544,11098,20324
46,2025-11-17,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,324,349,803,1197,1578,11552,20718
47,2025-11-24,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,397,439,131,175,1590,11244,20762
48,2025-12-01,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,397,430,1024,1418,1658,11838,21156
49,2025-12-08,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,461,430,129,184,1659,11537,21211
50,2025-12-15,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,478,449,1169,1642,1587,12257,21684
51,2025-12-22,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,420,392,117,146,1513,11982,21713
52,2025-12-29,SEM-MEM-202,EEPROM I2C 256Kb SOIC-8,Memorias,3,0.65,447,456,1064,1502,1571,12590,22151
1,2025-01-06,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,520,521,156,225,1546,2635,8069
2,2025-01-13,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,610,569,1337,1709,1546,3403,8441
3,2025-01-20,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,574,554,166,264,1554,3015,8539
4,2025-01-27,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,586,563,1246,1825,1558,3698,9118
5,2025-02-03,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,628,618,185,239,1588,3265,9172
6,2025-02-10,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,589,657,1597,2321,1700,4205,9896
7,2025-02-17,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,711,676,202,255,1631,3731,9949
8,2025-02-24,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,624,689,1557,2149,1704,4599,10541
9,2025-03-03,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,503,479,143,192,1713,4263,10590
10,2025-03-10,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,661,624,1403,2189,1646,5042,11376
11,2025-03-17,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,658,718,215,332,1702,4539,11493
12,2025-03-24,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,589,571,1427,2013,1641,5395,12079
13,2025-03-31,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,637,609,182,230,1648,4968,12127
14,2025-04-07,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,697,746,1701,2447,1659,5923,12873
15,2025-04-14,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,611,650,195,299,1742,5468,12977
16,2025-04-21,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,609,619,1379,1889,1723,6228,13487
17,2025-04-28,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,721,736,220,297,1706,5712,13564
18,2025-05-05,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,656,623,1371,1990,1647,6460,14183
19,2025-05-12,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,568,574,172,215,1603,6058,14226
20,2025-05-19,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,614,655,1674,2255,1692,7077,14807
21,2025-05-26,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,644,618,185,267,1661,6644,14889
22,2025-06-02,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,556,580,1301,1788,1647,7365,15376
23,2025-06-09,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,640,697,209,322,1665,6877,15489
24,2025-06-16,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,674,720,1620,2568,1680,7777,16437
25,2025-06-23,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,508,498,149,231,1677,7428,16519
26,2025-06-30,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,519,515,1216,1827,1646,8129,17130
27,2025-07-07,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,508,534,160,200,1642,7755,17170
28,2025-07-14,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,503,465,1039,1364,1598,8329,17495
29,2025-07-21,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,516,524,157,231,1643,7962,17569
30,2025-07-28,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,700,804,1774,2357,1700,8932,18152
31,2025-08-04,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,737,847,2057,3004,1819,10142,19099
32,2025-08-11,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,458,320,810,1153,1713,10632,19442
33,2025-08-18,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,471,329,98,149,1551,10401,19493
34,2025-08-25,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,454,492,1177,1625,1632,11086,19941
35,2025-09-01,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,439,411,123,163,1645,10798,19981
36,2025-09-08,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,393,419,1093,1723,1665,11472,20611
37,2025-09-15,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,476,485,145,190,1638,11132,20656
38,2025-09-22,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,418,418,1060,1467,1596,11774,21063
39,2025-09-29,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,470,447,134,200,1616,11461,21129
40,2025-10-06,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,459,498,1136,1625,1655,12099,21618
41,2025-10-13,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,497,540,162,213,1696,11721,21669
42,2025-10-20,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,455,458,1182,1769,1738,12445,22256
43,2025-10-27,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,474,483,144,202,1753,12106,22314
44,2025-11-03,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,457,421,920,1222,1726,12605,22616
45,2025-11-10,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,505,512,153,191,1706,12246,22654
46,2025-11-17,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,477,444,1015,1361,1657,12817,23000
47,2025-11-24,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,527,587,176,242,1761,12406,23066
48,2025-12-01,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,472,476,1194,1519,1759,13124,23391
49,2025-12-08,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,552,546,163,221,1793,12741,23449
50,2025-12-15,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,603,596,1528,1921,1810,13673,23842
51,2025-12-22,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,531,588,176,223,1830,13261,23889
52,2025-12-29,SEM-RFM-301,Modulo Transceptor LoRa 868/915MHz,Conectividad RF,8,8.5,560,597,1553,2080,1819,14217,24416
1,2025-01-06,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,506,512,153,243,1467,2641,8090
2,2025-01-13,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,448,443,979,1275,1479,3177,8386
3,2025-01-20,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,478,505,151,217,1479,2823,8452
4,2025-01-27,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,513,483,1230,1848,1439,3570,9070
5,2025-02-03,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,537,559,167,221,1508,3178,9124
6,2025-02-10,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,595,605,1351,2135,1524,3924,9908
7,2025-02-17,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,521,522,156,230,1560,3558,9982
8,2025-02-24,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,633,619,1556,2005,1554,4495,10431
9,2025-03-03,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,522,562,168,221,1550,4101,10484
10,2025-03-10,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,551,603,1450,2197,1637,4948,11231
11,2025-03-17,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,513,498,149,235,1611,4599,11317
12,2025-03-24,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,578,645,1617,2036,1652,5571,11736
13,2025-03-31,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,546,533,159,220,1687,5197,11797
14,2025-04-07,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,527,495,1215,1868,1654,5917,12450
15,2025-04-14,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,551,528,158,207,1588,5547,12499
16,2025-04-21,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,515,503,1265,1836,1610,6309,13070
17,2025-04-28,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,596,571,171,267,1616,5909,13166
18,2025-05-05,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,485,461,1140,1741,1548,6588,13767
19,2025-05-12,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,472,518,155,202,1576,6225,13814
20,2025-05-19,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,589,612,1331,1833,1580,6944,14316
21,2025-05-26,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,487,490,147,215,1551,6601,14384
22,2025-06-02,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,537,588,1482,2114,1567,7495,15016
23,2025-06-09,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,511,482,144,216,1521,7157,15088
24,2025-06-16,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,515,490,1252,1752,1472,7919,15588
25,2025-06-23,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,470,435,130,199,1412,7614,15657
26,2025-06-30,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,496,464,1154,1518,1422,8304,16021
27,2025-07-07,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,495,466,139,210,1353,7977,16092
28,2025-07-14,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,459,505,1238,1683,1436,8710,16537
29,2025-07-21,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,507,500,150,196,1399,8360,16583
30,2025-07-28,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,676,777,1717,2198,1482,9300,17064
31,2025-08-04,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,636,731,1693,2383,1584,10262,17754
32,2025-08-11,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,423,296,721,1011,1428,10687,18044
33,2025-08-18,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,458,320,96,148,1330,10463,18096
34,2025-08-25,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,447,467,1035,1538,1365,11031,18599
35,2025-09-01,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,390,409,122,194,1420,10744,18671
36,2025-09-08,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,434,405,936,1453,1387,11275,19188
37,2025-09-15,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,381,353,105,142,1354,11027,19225
38,2025-09-22,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,391,419,1075,1431,1340,11683,19581
39,2025-09-29,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,434,421,126,197,1367,11388,19652
40,2025-10-06,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,450,464,1025,1441,1368,11949,20068
41,2025-10-13,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,396,374,112,156,1373,11687,20112
42,2025-10-20,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,373,378,819,1144,1341,12128,20437
43,2025-10-27,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,413,450,135,182,1378,11813,20484
44,2025-11-03,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,440,477,1180,1821,1409,12516,21125
45,2025-11-10,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,462,451,135,209,1361,12200,21199
46,2025-11-17,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,419,403,892,1136,1375,12689,21443
47,2025-11-24,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,377,391,117,158,1397,12415,21484
48,2025-12-01,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,441,470,1141,1452,1467,13086,21795
49,2025-12-08,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,475,493,147,229,1489,12740,21877
50,2025-12-15,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,502,515,1306,1762,1463,13531,22333
51,2025-12-22,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,479,446,133,204,1446,13218,22404
52,2025-12-29,SEM-SEN-401,Sensor Digital de Temperatura y Humedad I2C,Sensores,3,2.1,531,540,1345,1928,1413,14023,22987
